sitenumber,sitename,depth,cal age,beech,birch,chestnut,hemlock,hickory,maple,oak,pine,spruce,other
23,Wickett,5.5,-7.7297,23,240,19,18,7,14,108,42,2,33
23,Wickett,7.5,5.4595,30,223,45,22,4,10,100,42,3,30
23,Wickett,9.5,18.6487,29,244,31,24,9,17,98,34,2,29
23,Wickett,11.5,31.8379,35,223,60,21,5,15,76,56,1,22
23,Wickett,13.5,45.0271,43,166,79,36,3,14,98,57,1,34
23,Wickett,15.5,58.2163,42,147,81,37,6,17,86,71,6,23
23,Wickett,17.5,71.4055,40,151,70,47,6,8,97,76,4,20
23,Wickett,19.5,84.5947,38,165,58,51,10,14,94,66,2,25
23,Wickett,21.5,94.2948,24,139,98,39,9,8,88,68,4,24
23,Wickett,23.5,102.8324,44,145,79,59,6,9,92,63,3,21
23,Wickett,25.5,111.37,38,100,84,43,5,11,107,84,5,26
23,Wickett,27.5,119.9076,26,147,74,57,2,15,102,58,5,21
23,Wickett,29.5,128.4452,32,148,68,51,4,16,116,62,1,28
23,Wickett,31.5,136.9828,38,116,71,53,4,13,101,76,1,27
23,Wickett,33.5,145.5204,43,122,85,49,6,16,94,87,2,22
23,Wickett,35.5,154.058,47,108,90,68,5,16,85,70,4,21
23,Wickett,37.5,162.5956,71,111,57,74,5,17,86,82,2,23
23,Wickett,39.5,216.5,45,110,67,75,4,12,93,80,2,20
23,Wickett,41.5,406.5,62,113,73,60,2,13,102,63,1,20
23,Wickett,43.5,596.5,78,152,50,67,8,13,98,46,2,18
23,Wickett,45.5,680.2095,90,149,40,71,3,11,97,61,1,16
23,Wickett,47.5,728.4675,75,142,45,78,4,15,104,52,2,23
23,Wickett,49.5,776.7255,91,148,43,80,3,9,85,53,1,25
23,Wickett,51.5,824.9835,94,163,42,64,4,11,88,48,2,19
23,Wickett,53.5,873.2415,79,123,34,91,7,12,97,56,1,30
23,Wickett,55.5,921.4995,99,119,19,81,8,16,99,43,1,19
23,Wickett,57.5,969.7575,97,141,27,102,7,13,62,48,1,24
23,Wickett,59.5,1022.0375,98,144,40,63,7,9,94,56,1,17
23,Wickett,61.5,1075.6875,87,122,32,73,13,11,87,62,0,18
23,Wickett,63.5,1129.3375,97,146,35,92,2,15,79,46,1,25
23,Wickett,65.5,1182.9875,70,172,20,71,6,14,91,60,0,29
23,Wickett,67.5,1236.6375,77,129,26,85,6,14,91,64,0,17
23,Wickett,69.5,1290.2875,100,125,16,77,8,13,95,57,3,26
23,Wickett,71.5,1343.9375,83,123,25,107,7,10,92,57,0,24
23,Wickett,73.5,1397.5875,86,133,20,89,8,10,109,58,1,19
23,Wickett,75.5,1487.6785,102,129,16,81,9,12,103,60,0,24
23,Wickett,77.5,1589.8925,97,123,15,92,11,12,95,53,1,23
23,Wickett,79.5,1692.1065,114,124,9,73,6,11,91,51,1,26
23,Wickett,81.5,1794.3205,86,116,18,105,6,17,101,63,0,24
23,Wickett,83.5,1896.5345,100,97,9,79,12,12,107,67,1,34
23,Wickett,85.5,1998.7485,114,72,5,93,6,12,82,98,1,24
23,Wickett,87.5,2100.9625,79,74,6,101,9,15,106,101,2,21
23,Wickett,89.5,2203.1765,89,81,20,86,5,19,117,84,0,18
23,Wickett,91.5,2305.3905,102,91,6,76,11,8,119,74,2,29
23,Wickett,93.5,2407.6045,126,90,5,67,12,18,98,105,1,33
23,Wickett,95.5,2509.8185,68,72,8,95,9,19,124,92,1,28
23,Wickett,97.5,2612.0325,96,60,7,90,14,18,119,109,1,30
23,Wickett,99.5,2714.2465,106,80,6,55,5,11,136,108,1,17
23,Wickett,101.5,2816.4605,112,61,5,37,12,15,135,116,0,21
23,Wickett,103.5,2918.6745,84,68,4,30,9,17,162,127,1,26
23,Wickett,105.5,3020.8885,60,79,7,25,10,20,156,136,0,25
23,Wickett,107.5,3123.1025,60,61,2,34,11,13,177,142,1,37
23,Wickett,109.5,3225.3165,80,60,4,21,18,13,173,109,1,33
